orderNumber,orderDate,requiredDate,status,customerNumber,totalAmount,paymentMethod
3995,2023-01-07,2023-01-14,Processing,815,4699.91,Debit Card
3996,2023-09-21,2023-09-25,Processing,326,1166.41,Credit Card
3997,2024-11-03,2024-11-09,Cancelled,677,3112.43,Debit Card
3998,2023-04-10,2023-04-13,Shipped,509,2476.45,PayPal
3999,2024-10-19,2024-10-24,Shipped,509,4953.37,Bank Transfer
4000,2023-03-05,2023-03-11,Cancelled,89,3799.97,PayPal
4001,2023-02-16,2023-02-21,Delivered,854,3128.97,Credit Card
4002,2024-08-27,2024-09-02,Pending,496,1007.21,Debit Card
4003,2023-02-11,2023-02-17,Delivered,750,960.05,Bank Transfer
4004,2023-11-14,2023-11-21,Cancelled,294,2772.25,Credit Card
4005,2023-10-05,2023-10-15,Cancelled,27,2247.46,Debit Card
4006,2023-05-12,2023-05-18,Delivered,68,4618.87,Credit Card
4007,2024-12-09,2024-12-19,Cancelled,330,427.27,Credit Card
4008,2024-04-27,2024-05-10,Shipped,941,3455.9,Bank Transfer
4009,2023-04-02,2023-04-12,Processing,985,3304.18,Bank Transfer
4010,2023-03-22,2023-03-29,Delivered,393,1003.3,Bank Transfer
4011,2023-02-07,2023-02-19,Shipped,572,3984.19,Credit Card
4012,2023-12-19,2023-12-27,Pending,760,441.32,Credit Card
4013,2023-11-25,2023-12-05,Delivered,278,3605.65,Debit Card
4014,2024-11-16,2024-11-24,Processing,617,3348.71,Debit Card
4015,2023-02-18,2023-03-03,Cancelled,841,2390.33,Credit Card
4016,2023-10-19,2023-10-22,Pending,252,4466.69,Credit Card
4017,2023-11-15,2023-11-23,Delivered,121,2720.9,Credit Card
4018,2023-09-12,2023-09-24,Pending,154,932.14,Credit Card
4019,2024-11-28,2024-12-04,Pending,392,1998.6,PayPal
4020,2023-02-10,2023-02-16,Pending,381,4580.93,Debit Card
4021,2024-12-01,2024-12-08,Shipped,676,2251.84,Credit Card
4022,2023-06-05,2023-06-14,Delivered,162,3060.0,Bank Transfer
4023,2023-04-03,2023-04-12,Delivered,709,2214.78,PayPal
4024,2023-07-28,2023-08-11,Processing,351,3618.12,PayPal
4025,2023-07-24,2023-07-27,Processing,620,4928.0,Bank Transfer
4026,2023-09-27,2023-09-30,Pending,930,2560.78,Credit Card
4027,2024-03-18,2024-03-28,Shipped,518,3613.18,Debit Card
4028,2023-02-13,2023-02-25,Processing,43,4896.29,Credit Card
4029,2024-09-05,2024-09-19,Pending,95,2727.21,Bank Transfer
4030,2023-08-16,2023-08-20,Shipped,205,3419.71,PayPal
4031,2024-02-04,2024-02-13,Shipped,99,1709.66,Bank Transfer
4032,2024-07-20,2024-07-28,Pending,49,1747.41,Debit Card
4033,2023-09-04,2023-09-09,Shipped,115,2990.3,Debit Card
4034,2023-02-03,2023-02-10,Cancelled,818,3434.53,PayPal
4035,2023-05-31,2023-06-03,Delivered,232,3023.07,Debit Card
4036,2024-11-25,2024-11-28,Cancelled,489,4762.27,Bank Transfer
4037,2024-12-29,2025-01-05,Delivered,492,3645.73,Credit Card
4038,2024-06-28,2024-07-11,Processing,941,3220.83,PayPal
4039,2023-03-23,2023-04-02,Shipped,297,1982.49,Credit Card
4040,2024-09-24,2024-10-06,Delivered,747,1257.21,Bank Transfer
4041,2024-03-07,2024-03-17,Cancelled,418,704.74,Debit Card
4042,2023-07-04,2023-07-10,Delivered,720,3806.77,Debit Card
4043,2023-01-03,2023-01-11,Processing,1000,117.37,Debit Card
4044,2023-03-17,2023-03-31,Pending,309,131.4,Bank Transfer
4045,2024-05-12,2024-05-23,Cancelled,7,1119.61,Debit Card
4046,2024-06-13,2024-06-22,Shipped,339,4644.23,Credit Card
4047,2024-02-07,2024-02-13,Shipped,406,2009.26,Debit Card
4048,2023-01-09,2023-01-17,Shipped,133,3668.12,Credit Card
4049,2024-10-24,2024-11-06,Cancelled,273,4195.23,Credit Card
4050,2023-01-12,2023-01-18,Pending,45,2982.21,PayPal
4051,2023-03-02,2023-03-16,Processing,655,192.62,Bank Transfer
4052,2023-05-19,2023-05-22,Pending,269,1727.88,PayPal
4053,2024-04-16,2024-04-24,Pending,479,3495.76,Bank Transfer
4054,2023-08-25,2023-08-29,Pending,665,4130.68,Debit Card
4055,2023-02-12,2023-02-15,Pending,734,2690.56,Credit Card
4056,2023-05-17,2023-05-27,Delivered,940,4082.9,Debit Card
4057,2023-10-30,2023-11-12,Delivered,264,4066.04,PayPal
4058,2023-02-14,2023-02-22,Delivered,766,2806.34,Bank Transfer
4059,2024-12-11,2024-12-18,Delivered,231,2593.28,Credit Card
4060,2024-07-24,2024-07-27,Pending,124,3605.91,Debit Card
4061,2023-12-23,2024-01-05,Delivered,543,1096.24,Bank Transfer
4062,2023-12-05,2023-12-14,Cancelled,161,4341.43,Bank Transfer
4063,2023-06-02,2023-06-06,Cancelled,632,2500.46,Bank Transfer
4064,2024-12-17,2024-12-26,Cancelled,13,1211.93,Debit Card
4065,2023-04-16,2023-04-25,Processing,318,2731.72,Credit Card
4066,2024-04-03,2024-04-06,Delivered,460,4325.28,PayPal
4067,2024-03-07,2024-03-16,Shipped,135,1023.86,Credit Card
4068,2024-01-10,2024-01-21,Delivered,28,401.48,PayPal
4069,2024-11-28,2024-12-01,Shipped,452,1190.48,Credit Card
4070,2024-03-09,2024-03-19,Shipped,324,2145.07,Bank Transfer
4071,2024-06-23,2024-07-03,Pending,64,1898.43,PayPal
4072,2023-09-19,2023-09-26,Shipped,215,1264.21,Bank Transfer
4073,2023-11-11,2023-11-21,Pending,272,330.24,Debit Card
4074,2023-09-28,2023-10-12,Delivered,219,530.52,Bank Transfer
4075,2024-12-12,2024-12-22,Pending,56,1630.62,Debit Card
4076,2023-05-07,2023-05-19,Shipped,777,3232.78,Debit Card
4077,2024-03-21,2024-04-04,Delivered,868,3606.6,PayPal
4078,2024-03-15,2024-03-23,Cancelled,907,659.12,PayPal
4079,2023-07-19,2023-07-27,Pending,507,1356.02,Debit Card
4080,2024-02-10,2024-02-21,Shipped,384,3448.99,Credit Card
4081,2023-07-10,2023-07-16,Cancelled,868,2396.54,Credit Card
4082,2024-07-09,2024-07-16,Processing,877,79.6,Credit Card
4083,2024-07-31,2024-08-05,Processing,27,3037.18,Debit Card
4084,2024-05-15,2024-05-21,Processing,195,4259.03,PayPal
4085,2024-12-07,2024-12-21,Pending,716,2421.34,PayPal
4086,2023-08-04,2023-08-16,Cancelled,297,1332.43,PayPal
4087,2024-07-28,2024-08-02,Delivered,246,3827.28,Debit Card
4088,2024-04-16,2024-04-25,Pending,881,2989.01,PayPal
4089,2023-09-22,2023-09-27,Cancelled,485,4596.31,PayPal
4090,2023-08-18,2023-09-01,Pending,889,1723.83,PayPal
4091,2023-02-17,2023-02-22,Processing,703,952.69,Credit Card
4092,2023-09-15,2023-09-29,Shipped,67,2145.24,PayPal
4093,2023-08-22,2023-08-27,Pending,286,1502.01,PayPal
4094,2023-11-01,2023-11-11,Shipped,620,2975.4,PayPal
4095,2024-09-14,2024-09-17,Cancelled,340,4108.4,Credit Card
4096,2023-12-03,2023-12-10,Delivered,130,4488.66,Credit Card
4097,2024-03-29,2024-04-06,Cancelled,583,3464.14,Credit Card
4098,2023-07-26,2023-08-06,Processing,128,195.8,Debit Card
4099,2023-10-19,2023-10-25,Processing,690,815.89,Debit Card
4100,2024-10-02,2024-10-16,Processing,936,684.99,Debit Card
4101,2024-04-23,2024-05-03,Processing,209,4699.21,Debit Card
4102,2024-06-02,2024-06-16,Shipped,978,2022.21,Bank Transfer
4103,2024-05-04,2024-05-07,Cancelled,4,1076.31,Bank Transfer
4104,2023-02-23,2023-03-01,Cancelled,817,221.04,Bank Transfer
4105,2023-06-23,2023-07-05,Pending,816,1555.97,Bank Transfer
4106,2023-03-28,2023-04-11,Shipped,656,2390.94,Bank Transfer
4107,2023-02-24,2023-03-01,Cancelled,277,141.59,Debit Card
4108,2024-04-29,2024-05-07,Pending,172,2168.74,Debit Card
4109,2023-05-22,2023-05-30,Pending,949,61.98,Debit Card
4110,2023-06-13,2023-06-16,Shipped,251,3547.61,PayPal
4111,2024-06-04,2024-06-17,Delivered,650,4242.4,Debit Card
4112,2023-09-26,2023-10-05,Shipped,290,2889.7,Bank Transfer
4113,2023-11-19,2023-12-01,Cancelled,662,2951.68,Credit Card
4114,2024-06-19,2024-06-25,Pending,716,3861.87,Debit Card
4115,2024-08-11,2024-08-22,Delivered,863,4986.42,Credit Card
4116,2023-09-21,2023-10-03,Pending,438,220.19,Bank Transfer
4117,2023-11-18,2023-11-21,Delivered,612,3525.89,PayPal
4118,2023-05-27,2023-06-05,Cancelled,304,1121.57,PayPal
4119,2023-08-16,2023-08-28,Delivered,915,1935.98,PayPal
4120,2023-04-14,2023-04-19,Pending,600,3534.25,Credit Card
4121,2024-11-07,2024-11-11,Delivered,631,1477.17,Bank Transfer
4122,2023-08-22,2023-08-29,Shipped,5,3514.03,PayPal
4123,2024-12-02,2024-12-12,Cancelled,760,3510.11,PayPal
4124,2023-05-21,2023-05-27,Pending,996,2678.72,Bank Transfer
4125,2024-05-24,2024-05-31,Processing,847,4453.04,PayPal
4126,2023-12-16,2023-12-25,Cancelled,765,2544.88,Debit Card
4127,2023-03-07,2023-03-18,Pending,539,749.65,PayPal
4128,2023-07-29,2023-08-08,Pending,659,2752.88,Debit Card
4129,2023-03-01,2023-03-09,Pending,996,4246.71,Credit Card
4130,2024-02-02,2024-02-13,Shipped,394,3502.77,PayPal
4131,2024-12-15,2024-12-29,Delivered,590,3230.05,Debit Card
4132,2023-11-10,2023-11-20,Pending,614,2705.58,Bank Transfer
4133,2024-02-05,2024-02-08,Delivered,528,2170.49,Debit Card
4134,2024-09-30,2024-10-07,Pending,794,3994.06,PayPal
4135,2024-11-25,2024-12-06,Processing,995,68.35,Debit Card
4136,2023-06-07,2023-06-13,Cancelled,824,640.68,Credit Card
4137,2024-08-10,2024-08-15,Cancelled,86,1951.75,PayPal
4138,2023-01-08,2023-01-12,Cancelled,331,1813.83,Bank Transfer
4139,2024-04-05,2024-04-18,Pending,417,4757.86,Bank Transfer
4140,2024-05-26,2024-06-08,Pending,970,2023.06,Bank Transfer
4141,2024-01-03,2024-01-13,Delivered,103,4956.43,PayPal
4142,2023-09-18,2023-09-28,Cancelled,282,78.32,Credit Card
4143,2024-01-31,2024-02-11,Cancelled,346,2629.05,Debit Card
4144,2024-06-27,2024-07-02,Delivered,700,334.57,Credit Card
4145,2024-02-29,2024-03-09,Delivered,262,1659.23,PayPal
4146,2023-06-29,2023-07-06,Delivered,267,390.12,Debit Card
4147,2023-10-31,2023-11-03,Processing,821,4247.75,PayPal
4148,2023-07-26,2023-08-06,Cancelled,935,2695.33,Debit Card
4149,2023-01-18,2023-01-29,Processing,857,1625.47,Debit Card
4150,2023-02-12,2023-02-26,Shipped,464,148.41,PayPal
4151,2024-02-23,2024-02-29,Shipped,904,3129.94,Bank Transfer
4152,2023-06-07,2023-06-13,Pending,659,2085.5,PayPal
4153,2023-02-16,2023-03-02,Delivered,749,290.13,PayPal
4154,2023-02-01,2023-02-13,Delivered,765,392.36,Bank Transfer
4155,2024-11-15,2024-11-27,Shipped,598,3862.28,Credit Card
4156,2024-09-13,2024-09-23,Pending,497,4346.63,Debit Card
4157,2023-05-19,2023-05-26,Delivered,157,2798.43,Credit Card
4158,2023-08-03,2023-08-11,Cancelled,625,1387.99,Credit Card
4159,2023-11-02,2023-11-10,Shipped,476,1062.99,Debit Card
4160,2024-12-08,2024-12-18,Delivered,522,4869.73,Credit Card
4161,2024-08-09,2024-08-17,Cancelled,656,3213.83,PayPal
4162,2024-08-09,2024-08-16,Shipped,910,1717.07,Credit Card
4163,2023-05-24,2023-06-06,Cancelled,2,884.5,Bank Transfer
4164,2023-10-04,2023-10-09,Shipped,821,1204.68,Credit Card
4165,2023-12-29,2024-01-09,Pending,999,3825.4,Bank Transfer
4166,2024-06-17,2024-06-24,Pending,862,4361.47,Debit Card
4167,2023-07-15,2023-07-22,Processing,42,1175.42,Debit Card
4168,2024-11-11,2024-11-21,Cancelled,293,2686.32,Debit Card
4169,2024-01-07,2024-01-19,Delivered,979,4745.66,Bank Transfer
4170,2023-03-10,2023-03-21,Cancelled,756,1373.16,PayPal
4171,2023-07-26,2023-07-29,Pending,535,3785.34,PayPal
4172,2024-09-12,2024-09-20,Pending,895,2012.34,Bank Transfer
4173,2023-04-19,2023-05-01,Cancelled,163,1261.23,PayPal
4174,2023-06-22,2023-07-01,Shipped,755,3231.98,Debit Card
4175,2024-09-29,2024-10-06,Processing,471,2128.95,Debit Card
4176,2023-10-27,2023-11-07,Processing,102,4254.07,Debit Card
4177,2023-07-17,2023-07-31,Shipped,394,2044.13,PayPal
4178,2024-11-03,2024-11-16,Shipped,381,506.75,Credit Card
4179,2024-04-24,2024-05-05,Pending,154,1509.76,PayPal
4180,2024-01-26,2024-02-03,Delivered,577,1596.43,Credit Card
4181,2024-03-06,2024-03-11,Processing,137,2327.83,PayPal
4182,2023-08-14,2023-08-27,Cancelled,122,2279.03,Credit Card
4183,2023-06-05,2023-06-10,Processing,483,3412.58,Credit Card
4184,2023-02-06,2023-02-20,Cancelled,324,4128.41,Debit Card
4185,2023-02-26,2023-03-11,Pending,288,4059.1,Debit Card
4186,2024-08-17,2024-08-25,Delivered,73,3154.24,Debit Card
4187,2024-03-06,2024-03-16,Delivered,322,1052.5,Credit Card
4188,2024-07-11,2024-07-22,Pending,702,246.97,Debit Card
4189,2023-08-04,2023-08-14,Pending,68,1796.07,Credit Card
4190,2023-11-25,2023-12-05,Pending,60,2811.24,Bank Transfer
4191,2024-01-14,2024-01-25,Pending,781,3575.43,Debit Card
4192,2023-06-21,2023-06-30,Pending,216,2552.36,Debit Card
4193,2024-02-25,2024-03-02,Pending,24,4313.16,Credit Card
4194,2024-12-02,2024-12-12,Cancelled,82,797.14,Debit Card
4195,2024-11-28,2024-12-02,Processing,118,4681.49,Credit Card
4196,2024-10-09,2024-10-17,Shipped,561,4398.55,Credit Card
4197,2023-06-08,2023-06-20,Pending,536,3235.7,Credit Card
4198,2024-06-07,2024-06-12,Shipped,665,4146.22,Credit Card
4199,2024-02-16,2024-02-25,Pending,38,4371.73,Credit Card
4200,2024-04-10,2024-04-22,Processing,225,2431.19,PayPal
4201,2024-08-26,2024-09-06,Processing,397,2788.73,PayPal
4202,2023-08-18,2023-08-25,Pending,679,4652.0,Debit Card
4203,2024-11-08,2024-11-15,Pending,924,2297.9,Credit Card
4204,2023-09-06,2023-09-20,Delivered,46,2132.58,Bank Transfer
4205,2024-04-16,2024-04-27,Pending,424,4318.15,PayPal
4206,2023-07-15,2023-07-23,Delivered,708,2258.15,Debit Card
4207,2024-03-28,2024-04-03,Shipped,785,895.5,PayPal
4208,2023-04-13,2023-04-21,Delivered,349,3179.02,Bank Transfer
4209,2024-03-26,2024-04-08,Shipped,367,678.54,Credit Card
4210,2024-06-21,2024-07-01,Pending,618,3393.73,PayPal
4211,2024-06-12,2024-06-19,Delivered,270,271.33,Bank Transfer
4212,2024-06-05,2024-06-16,Processing,108,4860.7,Bank Transfer
4213,2023-03-07,2023-03-14,Cancelled,974,304.46,Credit Card
4214,2023-06-06,2023-06-12,Delivered,872,293.64,Debit Card
4215,2024-07-02,2024-07-12,Shipped,333,3157.54,Debit Card
4216,2024-06-30,2024-07-12,Shipped,762,235.5,Debit Card
4217,2024-04-06,2024-04-18,Cancelled,551,314.51,PayPal
4218,2023-08-26,2023-09-08,Delivered,824,3900.99,Bank Transfer
4219,2024-01-01,2024-01-10,Pending,299,1353.85,Debit Card
4220,2024-08-11,2024-08-18,Shipped,937,3818.35,PayPal
4221,2024-03-09,2024-03-23,Cancelled,977,1525.91,Credit Card
4222,2023-03-09,2023-03-18,Processing,961,716.83,Bank Transfer
4223,2024-05-06,2024-05-12,Cancelled,519,3326.43,Credit Card
4224,2023-12-30,2024-01-11,Cancelled,375,2292.38,PayPal
4225,2024-09-07,2024-09-21,Processing,679,2223.95,Credit Card
4226,2024-06-05,2024-06-14,Pending,793,3728.04,Credit Card
4227,2023-05-20,2023-06-01,Shipped,340,2818.09,Bank Transfer
4228,2024-10-19,2024-10-24,Processing,233,916.5,Credit Card
4229,2024-01-20,2024-02-03,Delivered,71,2772.45,Bank Transfer
4230,2024-07-04,2024-07-10,Pending,444,3995.63,Credit Card
4231,2024-04-22,2024-04-28,Delivered,299,3983.81,Debit Card
4232,2024-12-27,2025-01-03,Cancelled,181,3649.42,Bank Transfer
4233,2024-10-09,2024-10-21,Delivered,558,1453.01,Credit Card
4234,2024-10-04,2024-10-14,Delivered,759,4662.86,Credit Card
4235,2024-03-10,2024-03-14,Cancelled,4,1716.52,PayPal
4236,2023-06-19,2023-06-23,Pending,681,515.51,Credit Card
4237,2024-10-23,2024-10-30,Shipped,234,3949.29,Bank Transfer
4238,2023-10-08,2023-10-21,Cancelled,396,3510.3,Credit Card
4239,2024-12-23,2025-01-04,Delivered,837,2834.14,Debit Card
4240,2024-04-05,2024-04-12,Shipped,754,4981.31,PayPal
4241,2024-07-02,2024-07-11,Delivered,681,3202.76,PayPal
4242,2023-07-26,2023-07-29,Processing,435,4810.63,Bank Transfer
4243,2023-01-31,2023-02-12,Pending,394,3550.05,PayPal
4244,2023-04-30,2023-05-11,Processing,426,1916.7,Debit Card
4245,2023-05-07,2023-05-19,Cancelled,426,2098.62,Credit Card
4246,2023-01-02,2023-01-07,Delivered,765,2001.07,PayPal
4247,2023-10-12,2023-10-17,Shipped,138,3977.5,PayPal
4248,2023-05-17,2023-05-30,Processing,276,3087.91,Credit Card
4249,2023-03-16,2023-03-22,Cancelled,996,2145.71,PayPal
4250,2024-03-07,2024-03-17,Delivered,633,3714.83,Credit Card
4251,2024-04-30,2024-05-10,Pending,74,1670.62,Bank Transfer
4252,2023-10-10,2023-10-19,Shipped,281,1504.14,PayPal
4253,2023-08-05,2023-08-11,Delivered,65,2316.71,Debit Card
4254,2024-01-05,2024-01-14,Delivered,144,4349.34,Debit Card
4255,2023-02-23,2023-02-27,Pending,393,1269.35,PayPal
4256,2024-01-24,2024-01-30,Shipped,582,2943.55,Bank Transfer
4257,2024-10-20,2024-10-29,Pending,649,1707.53,PayPal
4258,2024-10-16,2024-10-21,Cancelled,702,2221.42,Bank Transfer
4259,2023-04-05,2023-04-12,Pending,47,180.31,Bank Transfer
4260,2023-01-03,2023-01-08,Delivered,352,364.55,PayPal
4261,2023-10-05,2023-10-12,Delivered,897,2769.17,Debit Card
4262,2023-05-25,2023-05-30,Pending,933,2702.92,Credit Card
4263,2023-11-04,2023-11-14,Processing,980,1205.45,Bank Transfer
4264,2024-01-05,2024-01-12,Cancelled,749,3707.74,Credit Card
4265,2024-01-18,2024-01-31,Cancelled,300,2922.29,PayPal
4266,2023-06-02,2023-06-10,Shipped,118,1340.54,Debit Card
4267,2024-06-22,2024-07-03,Cancelled,604,4128.3,PayPal
4268,2023-03-07,2023-03-12,Shipped,297,119.12,Bank Transfer
4269,2023-10-20,2023-10-26,Cancelled,508,3270.63,Debit Card
4270,2023-04-08,2023-04-19,Processing,54,3506.91,Bank Transfer
4271,2024-05-29,2024-06-01,Shipped,103,3629.28,Debit Card
4272,2023-09-07,2023-09-11,Delivered,212,2932.37,Bank Transfer
4273,2023-04-05,2023-04-09,Delivered,235,2194.01,Debit Card
4274,2023-06-24,2023-07-07,Shipped,968,4010.93,Debit Card
4275,2024-07-15,2024-07-19,Pending,468,531.72,Debit Card
4276,2024-10-08,2024-10-19,Delivered,434,1540.9,Bank Transfer
4277,2024-04-10,2024-04-13,Cancelled,658,2762.18,Credit Card
4278,2023-05-27,2023-06-05,Pending,673,1029.72,Credit Card
4279,2024-01-17,2024-01-24,Processing,724,3728.08,Credit Card
4280,2024-02-18,2024-02-21,Shipped,190,1016.43,PayPal
4281,2024-05-29,2024-06-07,Delivered,663,3472.34,Bank Transfer
4282,2024-12-13,2024-12-16,Delivered,938,4163.16,PayPal
4283,2023-10-23,2023-11-06,Shipped,99,1481.92,PayPal
4284,2023-01-28,2023-02-06,Cancelled,492,231.51,Bank Transfer
4285,2023-03-19,2023-03-26,Delivered,757,2964.68,PayPal
4286,2023-01-20,2023-01-24,Cancelled,435,4469.54,PayPal
4287,2024-06-15,2024-06-20,Processing,139,4271.76,Bank Transfer
4288,2023-02-08,2023-02-11,Delivered,238,4351.85,PayPal
4289,2023-07-08,2023-07-21,Processing,49,1893.57,PayPal
4290,2024-11-01,2024-11-04,Shipped,984,3333.11,Credit Card
4291,2023-03-19,2023-03-23,Processing,263,2694.22,PayPal
4292,2023-08-17,2023-08-29,Shipped,198,1177.73,PayPal
4293,2024-01-08,2024-01-13,Pending,388,4779.02,Credit Card
4294,2023-08-08,2023-08-13,Processing,751,3008.64,Bank Transfer
4295,2024-02-26,2024-03-10,Delivered,342,674.89,Bank Transfer
4296,2023-07-10,2023-07-21,Cancelled,306,3873.95,Bank Transfer
4297,2024-09-16,2024-09-26,Cancelled,813,74.63,Bank Transfer
4298,2024-08-20,2024-08-31,Cancelled,440,1006.97,PayPal
4299,2023-02-25,2023-03-11,Pending,974,1815.22,Debit Card
4300,2024-04-09,2024-04-22,Cancelled,641,4529.31,PayPal
4301,2023-10-11,2023-10-24,Pending,564,3203.03,Bank Transfer
4302,2023-07-01,2023-07-13,Cancelled,851,1198.66,Debit Card
4303,2023-04-05,2023-04-13,Processing,393,4910.09,Debit Card
4304,2024-01-15,2024-01-23,Pending,868,378.36,Debit Card
4305,2024-02-04,2024-02-09,Delivered,807,1269.13,Credit Card
4306,2024-09-26,2024-10-05,Cancelled,308,570.87,Debit Card
4307,2024-01-14,2024-01-20,Processing,415,4252.53,Bank Transfer
4308,2023-06-13,2023-06-20,Cancelled,797,4962.53,Bank Transfer
4309,2024-02-08,2024-02-17,Delivered,683,1204.96,PayPal
4310,2024-07-28,2024-08-09,Cancelled,131,3821.35,Bank Transfer
4311,2023-09-13,2023-09-18,Delivered,208,4393.28,Debit Card
4312,2024-05-20,2024-06-01,Processing,305,561.13,Debit Card
4313,2023-03-25,2023-03-30,Cancelled,885,3242.06,Debit Card
4314,2023-07-21,2023-08-04,Pending,954,1161.8,Bank Transfer
4315,2023-08-06,2023-08-19,Delivered,421,2765.22,Debit Card
4316,2023-09-10,2023-09-23,Pending,27,2094.15,Credit Card
4317,2024-02-07,2024-02-21,Pending,151,1515.37,Debit Card
4318,2024-08-27,2024-09-09,Processing,631,3061.67,Credit Card
4319,2024-03-01,2024-03-05,Delivered,882,1161.79,Credit Card
4320,2023-04-14,2023-04-23,Pending,672,1023.83,Debit Card
4321,2023-04-01,2023-04-04,Processing,24,2510.66,PayPal
4322,2024-04-30,2024-05-05,Cancelled,61,2384.08,PayPal
4323,2023-01-05,2023-01-09,Delivered,550,3087.05,Debit Card
4324,2024-07-21,2024-08-04,Shipped,570,4486.38,Debit Card
4325,2023-10-09,2023-10-21,Processing,121,702.48,Credit Card
4326,2023-10-20,2023-10-29,Processing,607,3852.66,Debit Card
4327,2024-02-11,2024-02-16,Delivered,658,1425.96,PayPal
4328,2024-08-15,2024-08-28,Processing,398,4220.12,Bank Transfer
4329,2023-12-19,2023-12-28,Processing,940,4088.93,Credit Card
4330,2024-04-16,2024-04-21,Pending,882,4042.3,Bank Transfer
4331,2023-01-12,2023-01-18,Cancelled,841,2884.65,Credit Card
4332,2024-11-14,2024-11-18,Processing,658,2097.38,Debit Card
4333,2023-10-27,2023-11-08,Cancelled,91,3121.09,Debit Card
4334,2024-11-19,2024-11-22,Cancelled,699,4450.58,PayPal
4335,2023-08-12,2023-08-20,Processing,615,599.14,Credit Card
4336,2024-02-03,2024-02-07,Processing,359,3937.07,Credit Card
4337,2023-04-27,2023-05-06,Processing,582,3028.08,Credit Card
4338,2023-03-25,2023-03-31,Processing,238,1397.27,Bank Transfer
4339,2023-08-09,2023-08-19,Cancelled,854,2436.05,PayPal
4340,2024-12-03,2024-12-10,Pending,814,546.93,Credit Card
4341,2024-07-30,2024-08-10,Delivered,91,3655.43,Credit Card
4342,2024-03-20,2024-03-30,Pending,222,236.6,Bank Transfer
4343,2024-07-11,2024-07-15,Shipped,411,101.59,Bank Transfer
4344,2024-08-15,2024-08-28,Pending,679,3305.59,Credit Card
4345,2023-02-18,2023-02-25,Processing,916,4563.66,PayPal
4346,2024-06-26,2024-07-07,Cancelled,874,2114.12,Credit Card
4347,2024-02-18,2024-02-29,Shipped,766,4825.84,Credit Card
4348,2023-09-10,2023-09-17,Processing,125,4776.13,PayPal
4349,2023-09-22,2023-10-03,Delivered,310,2789.91,PayPal
4350,2023-03-03,2023-03-09,Delivered,203,419.7,Credit Card
4351,2024-12-13,2024-12-23,Pending,688,526.03,Credit Card
4352,2023-07-30,2023-08-10,Cancelled,61,445.2,Debit Card
4353,2023-04-12,2023-04-26,Shipped,810,2502.79,PayPal
4354,2023-05-19,2023-06-02,Shipped,597,3425.13,Credit Card
4355,2023-05-19,2023-05-26,Cancelled,686,4343.79,PayPal
4356,2024-06-17,2024-06-28,Shipped,297,505.48,PayPal
4357,2024-06-30,2024-07-10,Delivered,325,726.75,Debit Card
4358,2024-12-14,2024-12-18,Pending,219,4850.28,Debit Card
4359,2024-06-06,2024-06-14,Cancelled,390,1508.09,Debit Card
4360,2023-07-12,2023-07-24,Shipped,245,2792.83,Credit Card
4361,2023-02-08,2023-02-21,Cancelled,309,3092.6,Credit Card
4362,2024-11-04,2024-11-13,Shipped,802,2909.1,Bank Transfer
4363,2023-06-23,2023-06-29,Processing,122,1774.34,Credit Card
4364,2023-03-19,2023-04-02,Processing,85,4604.4,PayPal
4365,2023-12-06,2023-12-09,Cancelled,612,3334.12,PayPal
4366,2024-02-02,2024-02-06,Cancelled,562,1303.69,Bank Transfer
4367,2023-12-12,2023-12-17,Delivered,180,3800.42,Debit Card
4368,2023-11-16,2023-11-20,Shipped,143,3183.33,Bank Transfer
4369,2024-05-13,2024-05-27,Shipped,957,3552.55,Bank Transfer
4370,2024-06-17,2024-06-28,Delivered,437,1982.61,Bank Transfer
4371,2024-06-02,2024-06-14,Pending,227,4906.75,Credit Card
4372,2024-01-14,2024-01-18,Pending,644,3518.74,Bank Transfer
4373,2024-03-19,2024-03-29,Delivered,962,3333.87,Debit Card
4374,2023-08-02,2023-08-10,Delivered,797,2549.09,PayPal
4375,2023-07-08,2023-07-18,Shipped,467,822.51,Debit Card
4376,2023-05-17,2023-05-30,Delivered,415,1866.44,Bank Transfer
4377,2024-01-27,2024-01-30,Cancelled,24,3333.52,Credit Card
4378,2023-10-29,2023-11-11,Delivered,114,4202.22,Credit Card
4379,2024-01-23,2024-02-03,Cancelled,882,941.16,Credit Card
4380,2024-12-18,2024-12-29,Cancelled,797,4049.73,Credit Card
4381,2023-01-04,2023-01-17,Cancelled,419,2730.4,Credit Card
4382,2024-11-19,2024-11-26,Shipped,498,721.1,PayPal
4383,2023-01-08,2023-01-18,Cancelled,173,1001.26,Credit Card
4384,2023-05-05,2023-05-13,Processing,144,1185.37,PayPal
4385,2023-07-05,2023-07-10,Pending,159,1455.35,Bank Transfer
4386,2024-04-27,2024-05-05,Processing,539,1003.39,Bank Transfer
4387,2023-02-02,2023-02-05,Delivered,95,243.12,Bank Transfer
4388,2024-04-08,2024-04-20,Shipped,234,1896.48,Credit Card
4389,2024-12-22,2024-12-26,Processing,356,3351.72,Bank Transfer
4390,2023-07-18,2023-07-26,Cancelled,950,770.81,PayPal
4391,2023-01-08,2023-01-17,Delivered,121,3215.81,Bank Transfer
4392,2024-05-16,2024-05-27,Shipped,614,3807.9,PayPal
4393,2023-01-30,2023-02-04,Pending,18,4264.86,Credit Card
4394,2023-11-04,2023-11-08,Pending,295,4554.67,Bank Transfer
